"user_id"	"living_place"	"join_time"	"self_statement"	"UID"
"1795295"	"北京"	"2007-08-26"	"中国作家协会会员，中国摄影家协会会员，资深媒体人 书法家。多年来，实地采访亚 非 欧 美等地40多个国家和地区，执导 睦邻 兄弟 55年 等多部大型纪录片。著有 驾行中东17国 生命的几分之几消耗在路上 等专著，曾在北京 湖南 美国成功举办过摄影展 书画展。"	"423"
"1806463"	"上海"	"2007-08-30"	"不忘初心 知足知不足"	"424"
"1807369"	"北京"	"2007-08-30"	"细节决定什么？"	"425"
"1815039"	"上海"	"2007-09-03"	"Hello,old friend And here we are ,you and me,on the last page. By the time you read these words, Rory and I will be long gone. So know that we lived well,and were very happy. And above all else, Know that we will love you always. Sometimes I do worry about you ,though I think once we are gone You won t be coming back here for a while, And you might be alone,which you should never be Don t be alone ,Doctor. And do one more thing for me There is a little girl waiting in the garden She s going to wait for a long while So she s going to need a lot of hope Go to her, and tell her a story Tell her if she is patient, The days are coming that she ll never forget Tell her she ll go to sea and fight pirates She will fall in love with a man Who ll wait 2000 years to keep her safe. Tell her she ll give hope to the greatest painter who ever lived And save a whale in outer space Tell her this is the story of Amelia Pond And this is how it ends. But every morning I wake up Hoping to see a blue box in the front yard Cause every time I look, you re never there. And every time I sleep , you re always there."	"426"
"1815968"		"2007-09-03"	"stamina"	"427"
"1831746"	"台北, 台湾"	"2007-09-10"	"一俗人 长的不帅不丑 扔到人堆里不容易发现 不高不矮 在北方像南方人在南方像北方人 小胖 被人这么叫已经很久 "	"428"
"1846457"	"四川成都"	"2007-09-16"	"一个实利主义时代中的一些困惑的理想主义者，他们始终在寻觅某种东西，却几乎说不清它究竟是什么 或许是往昔，或许是未来，或许既是往昔又是未来 当然，它一定可以是任何东西，唯独不是他们所生活的现实。 有问题可以给我豆邮，留言板上留言不晓得该怎么回复。 几部非英语电影的英字，想翻译的可以度盘自取 含源 我的太空女友 1o79s7fs 码 vdby 小东尼 1dEZZtrb 码 4huv 弗兰克和温迪 1eS9PfIq 码 54fa"	"429"
"1852864"	"北京"	"2007-09-18"	"豆瓣只是用来记录看过的电影。"	"430"
"18629326"	"河南新乡"	"2009-10-27"	"艾玛粉，迪宝粉，爱漫威，爱皮克斯。 英国 查理 卓别林 Charles Chaplin 加拿大 丹尼斯 维伦纽瓦 Denis Villeneuve 法国 弗朗索瓦 欧容 Fran ois Ozon 日本 今敏 波兰 克日什托夫 基耶斯洛夫斯基 Krzysztof Kieslowski 西班牙 佩德罗 阿莫多瓦 Pedro Almod var 美国 汤姆 福特 Tom Ford 有趣的灵魂并不缺少，只是缺少和你类似的灵魂 爱电影的人都潜藏一颗孤独的心 低端影迷一只，无力黑，非任何脑残粉。 2017年十佳 临时 1.三块广告牌 90 2.敦刻尔克 85 3.脸庞，村庄 85 4.寻梦环游记 80 5.银翼杀手2049 80 6.母亲 80 7.我，花样女王 80 8.逃出绝命镇 80 9.夜空总有最大密度的蓝色 80 10.大病 80 2016年十佳 1.降临 85 2.爱乐之城 85 3.海洋奇缘 85 4.荣耀蚀刻 85 5.弗兰兹 80 6.完美陌生人 85 7.赴汤蹈火 80 8.海边的曼彻斯特 80 9.屏住呼吸 80 10.小姐 75 2015年十佳 1.头脑特工队 95 2.橘色 80 3.竞速灭绝 85 4.45周年 80 5.布鲁克林 75 6.一个叫欧威的男子决定去死 80 7.疯狂的麦克斯 狂暴之路 80 8.致命礼物 75 9.机械姬 75 10.房间 75 We are born to die, so what do we live for."	"431"
"1871316"		"2007-09-27"	"从事法务相关工作，自由作家，特约撰稿人"	"432"
"1890040"	"上海"	"2007-10-04"	"我的铁骑踏平一切艰难，我的长枪刺破所有险恶，在战场上永远冲锋在最前面，这就是我 轻骑兵"	"433"
"1910834"	"北京"	"2007-10-12"	"要有光。 不授权任何公众号无稿费转载。 除了每日豆瓣 我已加入“维权骑士” rightknights.com 的版权保护计划 "	"434"
"1978997"	"北京"	"2007-11-05"	"看电影，看话剧，写写字，看看书 "	"435"
"2025022"	"北京"	"2007-11-22"	"我是一个吃面的维达"	"436"
"2036843"	"上海"	"2007-11-25"	" SEXY MADAFAKA CULT邪典控，古典乐 飞溅的血花愉悦值MAX 硬科幻狗，惊悚片MANIAC，韩国犯罪片粉 神话 西亚历史爱好者 以下群体慎 屌癌患者 民粹反智 民族主义者 爱国贼 种族主义者 请自挂东南枝, 通常这群loser还自带双重标准天赋 FAVORITE QUOTES The heart is not like a box that gets filled up it expands in size the more you love. We are all in the gutter, but some of us are looking at the stars. It is absurd to divide people in to good and bad .People are either CHARMING OR TEDIOUS "	"437"
"2039887"	"Los Angeles, United States"	"2007-11-26"	"张骞凿空，未睹昆仑 唐玄奘 元耶律楚材衔人主之命，乃得西游。吾以老布衣，孤筇双屦，穷河沙，上昆仑，历西域，题名绝国，与三人而为四，死不恨矣"	"438"
"2049622"	"上海"	"2007-11-30"	" 無掛礙故 無有恐怖 遠離顛倒夢想 究竟涅槃 "	"439"
"2049714"	"上海"	"2007-11-30"	"乐观是一种态度"	"440"
"2076497"	"四川成都"	"2007-12-08"	"黄金十年"	"441"
"2092765"	"常熟, 苏州"	"2007-12-14"		"442"
"2096902"	"广东深圳"	"2007-12-15"	" 站出来 因为天赋异禀 "	"443"
"2099122"	"Ann Arbor, United States"	"2007-12-16"	"Nobody cares"	"444"
"2116608"	"上海"	"2007-12-22"	" blog地址 http zhangjingwei.blog.caixin.com 博物馆里的人类学家"	"445"
"2128563"	"北京"	"2007-12-27"	"blog地址 blog.sina.com.cn u 1232531185 "	"446"
"2144303"	"浙江宁波"	"2008-01-01"	"大了，世故了，成熟了，但还是爱流眼泪 "	"447"
"2217263"	"上海"	"2008-02-05"		"448"
"2223862"	"山东济南"	"2008-02-09"	"希望我和我的朋友永远开心. 种一棵树最好的时间是十年前，其次是现在。 超有趣VS恶趣味 自娱自乐，写我所想， 这个世界满是我的触角 所有日记纯属虚构 一个人的记事本。 单机版书评影评。"	"449"
"2229618"	"Milano, Italy"	"2008-02-12"	"如果生活不完美就让她有亮点 建筑人 生命不息 理想不灭 宅男体 正太颜 大叔心 御姐控 自高自大自私自负自恋自以为是 心有猛虎 细嗅蔷薇 飲食男女，人之大欲存焉。 乐观 疲倦 厌世 半饱主义"	"450"
"2238942"	"北京"	"2008-02-15"		"451"
"2243854"	"Singapore"	"2008-02-18"	" "	"452"
"2265138"	"北京"	"2008-02-27"	"The only thing worse than losing your mind is finding it all over again"	"453"
"23034235"	"河南洛阳"	"2009-11-08"	"到不了的地方都叫做远方，回不去的世界都叫做家乡，我一直向往的却是比远更远的地方。"	"454"
"2334495"		"2008-03-26"	"0. 如见该账户乱点赞 转播 回复 胡言乱语etc.属账号被黑情况，本人概不负责。 1. who the hell wants a kitchen and a bathroom Bill Cunningham 2.需要立即停止的9个习惯第二条 回复所有的邮件 3.在左邊留言的都是混蛋 4.偷拍老鼠人人喊打 http www.forsterdigitalphoto.com files nswphotorights.pdf 4.1如果询问被拒我更愿意偷拍完被发现被打一顿 5.算法 http www.douban.com people 2334495 status 960612114 6.HP5 和港版维他柠檬茶是真爱 7.INTP相当冷感，讲个笑话大家都散了，所以请不要再往下辘了，你不会对我感兴趣的 8.嗜睡 易缺氧却选择了一个没觉睡的学科，所以请不要勾引我来刷豆瓣了 無 http www.douban.com group 379724 "	"455"
"23853027"	"上海"	"2009-11-11"	"只给你教训,不给你代价,多好.只怕全给你. 水能熄灭火,但水不能改变火. 改革开放最大的失误是教育."	"456"
"2397813"	"浙江温州"	"2008-04-17"	"blog地址 winwin1988.blogbus.com "	"457"
"24008495"	"上海"	"2009-11-12"	"浮生长恨欢愉少，肯爱千金轻一笑。 "	"458"
"2434887"	"江西赣州"	"2008-04-29"		"459"
"2440348"		"2008-05-01"	"冷或不冷，都是冰霜"	"460"
"2449628"	"北京"	"2008-05-04"		"461"
"2495266"	"河南郑州"	"2008-05-18"	" 发呆了很久"	"462"
"2542703"		"2008-06-01"	" 我非常喜欢看烂片，发自内心的喜欢 头像是ps之后的我 "	"463"
"25575565"	"北京"	"2009-11-18"	"嗟乎 时运不齐，命途多舛。冯唐易老，李广难封。屈贾谊于长沙，非无圣主 窜梁鸿于海曲，岂乏明时？所赖君子见机，达人知命。老当益壮，宁移白首之心 穷且益坚，不坠青云之志。酌贪泉而觉爽，处涸辙而犹欢。北海虽赊，扶摇可接 东隅已逝，桑榆非晚。孟尝高洁，空余报国之情 阮籍猖狂，岂效穷途之哭？"	"464"
"2567602"	"上海"	"2008-06-07"	"人間失格 "	"465"
"2574034"	"上海"	"2008-06-09"	"华语黑胶唱片及大陆八十年代卡式录音带收藏者，正在整理磁带和黑胶目录，有相关爱好者或有相关书籍者请私信或者直接留言。 一部电影，就算拍摄技巧运用得多好，就算画面很有艺术感，就算内涵很高深，但只要大部分的观众看不懂不喜欢或觉得很沉闷，那就不是好电影。 摘自某短评 "	"466"
"25911106"	"福建福州"	"2009-11-20"	"男 90后 推理宅 四眼 运动细胞缺乏 09年开始阅读推理小说，10年大面积跟进 最喜爱的作品top 3 X的悲剧 野性的证明 希腊棺材之谜 喜爱的作家 艾拉里奎因 阿加莎克里斯蒂 柯南道尔 范戴因 雅克福翠尔 切斯塔顿 森村诚一 横山秀夫 西泽保彦 西村京太郎 绫辻行人 麻耶雄嵩 伊坂幸太郎 东野圭吾和岛田庄司的一半 其他钟爱 历史 阿森纳 法国国家队 芝加哥公牛 黑泽明 科恩兄弟 马尔克斯 博尔赫斯 新感觉派 中国早期电影 民国靡靡音乐等等 其他慢慢总结 微博 http weibo.com 1649844637"	"467"
"2625645"	"辽宁大连"	"2008-06-22"		"468"
"26318012"	"上海"	"2009-11-22"		"469"
"26379453"		"2009-11-23"	" Die Liebe ist ein Wunder, das immer wieder moeglich, das Boese eine Tatsache, die immer vorhanden ist. 爱是奇迹，随时可能发生，恶是事实，永远存在。 "	"470"
"2654349"	"香港"	"2008-07-01"	"blog地址 www.facebook.com profile.php id 717815991 偏愛即偏見 一切皆戲論。 "	"471"
"2683247"	"Seoul (Sŏul), South Korea"	"2008-07-09"	" 我要变得超级无敌顽强啊 "	"472"
"2712953"		"2008-07-17"	"高质量的装逼就上升到了艺术"	"473"
"27289465"		"2009-11-30"	"捂紧了钱包热衷到处撕逼骂人，真爱粉都是用爱发电。"	"474"
"2732590"	"山东青岛"	"2008-07-22"	"我见过迷雾中的小刺猬 见过最后的武士 见过爱在黄昏时 没见过你 我听过穿越时间的声音 听过鲸鱼马戏团 听过永恒和一日 没听过你 我知道布达佩斯大饭店 知道无因的反叛 知道阳光小美女 不知道你 我想要战场上的快乐圣诞 想要秋天的童话 想要小提琴和压路机 想要你 我们对真实的感知也许只在某个或某几个瞬间，而人生似乎只要有那样一个爱的瞬间，就值得活着，即使一切皆成回忆。 又见电影小站 https site.douban.com 265298 微信公众号可搜索关注 youjianmovie "	"475"
"2756044"	"辽宁大连"	"2008-07-28"	"http open.sina.com.cn discipline id 13 世界上有四件事情是永远不会回头的 说出去的话语 射出去的箭 逝去的光阴以及错身而过的机会。 说出你的愿望吧，否则不会让你如愿。去寻找吧，否则不会发现。去敲门吧，否则门不会为你而开。 “当你下定决心去完成一件事，整个世界都会联合起来帮助你。”巴西作家保罗 科埃略这样说过。 何枝可依？我想，只有倚靠自己。 分寸 你一定在那边努力奋斗吧，我也不会总是这样做事半途而废 文字里寻找灵魂，语言中获得力量 我在未来等你 不乱于心,不困于情。不畏将来,不念过往。如此,安好 一个思想过度的人，行动往往是软弱的。"	"476"
"27675083"	"上海"	"2009-12-03"	" 做一枚太阳，去日每一个照到的地方。"	"477"
"27881669"	"辽宁大连"	"2009-12-05"	"一个不相信天堂且不顾一切咬紧青春的女子。 爱写字，爱旅行，爱唱歌，爱画画，爱侃侃，爱甜食，爱电影，爱阅读，爱运动，爱植物，爱幻想，爱做梦，爱傻笑，爱名车，爱球赛，爱暴走，爱搞怪，爱咖啡，爱家人，爱好友，爱高素质高智商的敌人，也爱自己。 爱大部分女生爱的东西，也爱普遍男生爱的东西。 总之，我是一个有思想 有立场的人。其次，你接不接受我，我不是很在意。"	"478"
"28079955"	"上海"	"2009-12-06"	"间歇性躁郁"	"479"
"2821885"	"Chicago, United States"	"2008-08-17"	" So amplified the sirens 很多事情都成真了 "	"480"
"28299576"	"广东广州"	"2009-12-09"	" "	"481"
"28335852"	"Vancouver, Canada"	"2009-12-09"	"若你能看见我，请留一盏灯火。"	"482"
"28336099"	"上海"	"2009-12-09"	"漫画家 微电影人 漫画 唐璜 ，刊登于有妖气，网址 http www.u17.com comic 19823.html 完整电影剧本 接盘侠 ，刊登于犀牛故事，网址 http www.xiniugushi.com read read.html ImUG0ZkFSadcZUCQGQjq pagelink 0 目前曾给9个微电影 20分钟以下 担任编剧 分镜 副导演 商业合作请豆邮。 另，我的日记里，有若干剧本大纲，可供漫画 动画 影视 小说 戏剧等载体使用 总量有近百个，会陆续刊登 对各类剧本或IP有商业合作需求者也请豆邮。"	"483"
"2849243"	"北京"	"2008-08-25"	"。"	"484"
"2880943"		"2008-09-04"	"懒的写啊"	"485"
"2909779"	"Paris, France"	"2008-09-13"	"悲观主义者"	"486"
"2911366"	"广东广州"	"2008-09-13"	"眼高手低鸡巴短的地沟油屌丝 还喜欢发牢骚"	"487"
"29170072"		"2009-12-16"	"欢迎来百度欧美恐怖片贴吧共同讨论电影"	"488"
"2946082"	"辽宁抚顺"	"2008-09-22"	"这是我的第三次走火入魔了 第一次，成了乒乓球陪练 第二次，成了电脑修理工 这次，恐怕会成为业余影评人。"	"489"
"3059050"	"上海"	"2008-10-14"	"热爱魔都 热爱生活"	"490"
"3087252"		"2008-10-19"	"Anything done out of love is beyond good and evil by Nietzsche "	"491"
"3216934"	"台中, 台湾"	"2008-11-16"	"http 3336669990.tumblr.com "	"492"
"3267279"	"Singapore"	"2008-11-26"		"493"
"32776551"	"New York City, United States"	"2010-01-14"	"2018.3.13 What are the odds.."	"494"
"32806849"	"Kyoto, Japan"	"2010-01-14"	"Summer Solstice 无知少女不高兴 who honors us 温柔。 节制 廉耻心 水一曲老嬉皮 "	"495"
"32808615"	"Paris, France"	"2010-01-14"		"496"
"33079412"	"广西南宁"	"2010-01-17"		"497"
"33195651"	"安徽芜湖"	"2010-01-17"	"fengyuehuli sina.com "	"498"
"3322566"	"浙江绍兴"	"2008-12-10"	"blog地址 http my.mtime.com sawinchina 2017年所看电影 204部 年初目标 328部 目标达成率 62.2 关于烤鱼的赠言 许多鱼曾被我抛却，故而被诸君视为逼格 若从外溢的鱼盘里暴食，难免会洒落许多鱼肉，故不要怀疑鱼的质量 尼玛 我轻视整个世界,只为博得你的同情 金刚"	"499"
"3326644"	"香港"	"2008-12-11"		"500"
"3335015"		"2008-12-12"	" 反動思想 49.17 膿 19.09 謎 14.57 心機 5.71 甲蟲汁 甲蟲汁 甲蟲汁 0.65 空間扭曲 0.61 三倍速 0.14 "	"501"
"3344118"	"江苏苏州"	"2008-12-14"	"热爱 电影粤语歌推理小说 微信公众号 一颗辣椒观影手记"	"502"
"3378276"	"广东惠州"	"2008-12-21"	"blog地址 2much3mer.spaces.live.com "	"503"
"34011099"		"2010-01-28"	"豆腐嘴刀子心， 别扭刻薄小性。 轻度社交障碍症患者， 中度脸盲症患者， 重度选择困难症患者。 天生五音不全， 后天四体不勤。 人生的最近打算是 脱离组织生活， 当个自由单干户。 人生的最大梦想是 困了有觉睡， 饿了有饭吃， 病了有钱看， 死了有地埋。 目前的悲剧是 超龄学生被迫回炉 永远的悲剧是 路痴"	"504"
"3401380"	"北京"	"2008-12-25"	" 我喜欢美食，并且喜欢把吃过的美食做出来与朋友分享。煮饭只是爱好，从未学过烹饪，我不是专业厨师。 曾是妈妈的大宝贝，却常被她朋友嘲笑是长相难看的小朋友 85前80后人，天蝎座，海拔178CM，净重64KG 小时候的伟大理想是做科学家 那个时候班上50几个同学有40几个想做科学家的，你要说你不想当科学家你都不好意思带红领巾上学 目前从事服装行业，一个听起来美好实际比驴还累的工作 偶尔淘到件漂亮的衣服上身，臭美的觉得自己真是天生的衣架子 看到肥肥的肚腩然后猛吸气，照下镜子，噢 身材也还不错 会偶尔出个馊主意偷偷窃喜原来自己还是个天才 会泡杯咖啡听听音乐轻松的跟陌生人聊天 也会流氓的狠狠踹一脚楼道里碍路的电动车，然后骂的整栋楼震天响 会在名品店里幽幽的闲逛 也会为一块钱跟小商贩争的面红耳赤 会自己下厨体会制作美食的快乐 也会叼个包子彪旱的去挤188路公交车上下班 会逛逛宜家买些精致的小家居 也会房间乱的猪都不愿意踏脚进门 会在颈部喷几滴香水香喷喷的出门 也会臭的几天都不去洗澡 "	"505"
"34034650"	"北京"	"2010-01-28"	" "	"506"
"3403686"	"山东青岛"	"2008-12-25"	"电影杂食动物 从不对类型挑三拣四 香港电影是启蒙 听到邵氏片头就会产生亢奋感 姜大卫是心头的一块肉 梁朝伟是黑暗中的一道光 对女神的选定比较挑剔 现在暂时只有阿佳妮和岩下志麻 最近沉溺于日影和日剧 宫九是我心中的大神 正在追的剧 大小谎言 S1E3 孤独的美食家 S7E5 行骗天下 E01 伊藤润二惊选集 E05 陆王 役所广司主演 E04 东京吸血鬼酒店 园子温导演，E04 宿敌 贝蒂和琼 S01E4 海女 宫藤官九郎编剧，第十一周 摩登家庭 S05E14 摩登家庭 S06E11 SNL S40E15 行尸走肉 S05E01 怦然心碎 冈田惠和编剧，E02 I m home 木村拓哉主演，E04 斗牌传说 本乡奏多主演，E03 "	"507"
"3427535"	"湖北武汉"	"2008-12-30"	"人要崛起 "	"508"
"34297568"	"上海"	"2010-02-01"	"东北人。 不喜磨唧。 脾气暴躁。 常驻上海。 抽烟。 信佛。 矛盾综合体。 工科闷骚男。 莫名其妙的，自卑，感动，失落。 "	"509"
"34347136"	"London, United Kingdom"	"2010-02-02"	"Cinema is truth 24 times per second. 个人公众号 迷影至下 影迷 球迷 狂热的托特纳姆热刺队球迷，第一个纹身是左臂上的热刺队徽 偶尔玩玩知乎。 也和朋友搞了个电影播客，叫 电影正反打 ，自己上荔枝 喜马拉雅 网易云音乐搜。 碟片收藏，CC，Arrow，MoC，喜欢收各种导演套装，其实买了也很少看。 让 吕克 戈达尔 库布里克 比利 怀尔德 维姆 文德斯 达伦 阿伦诺夫斯基 亚利桑德罗 冈萨雷斯 伊纳里多 杨德昌 姜文 沟口健二 安娜 卡丽娜 艾玛 斯通 克林特 伊斯特伍德 阿尔 帕西诺 达斯汀 霍夫曼 鲁尼 玛拉 朱迪 福斯特 比尔 奈伊 娜塔莉 波特曼 娜奥米 沃茨 詹尼佛 劳伦斯 杰瑞德 莱托 迈尔斯 特勒 伊丽莎白 奥尔森 多姆纳尔 格里森 黄璐 个人TOP10 1. 法外之徒 2. 德州巴黎 3. 2001太空漫游 4. 现代启示录 5. 八部半 6. 玩乐时间 7. 银色性男女 8. 低俗小说 9. 发条橙 10. 雨月物语 "	"510"
"3438507"	"London, United Kingdom"	"2009-01-02"	" 心中有一片山 过去的经历才铸就了现在的我们。 人生就是一部悬疑剧，谁也不知道下一步到底真正会发生什么。 珍惜当下，展望未来。 "	"511"
"3441146"	"湖北武汉"	"2009-01-02"	"同学录是个很奇怪的地方，那些少年都倒退着走出了我的记忆。除了你。"	"512"
"3477537"	"浙江杭州"	"2009-01-10"	"运气是我实力的全部。"	"513"
"3479948"	"湖北武汉"	"2009-01-10"	"革命不是请客吃饭"	"514"
"34909792"	"浙江嘉兴"	"2010-02-10"	"哈哈哈一起吃大便吧 "	"515"
"3497932"		"2009-01-14"	"转型美妆博主失败 日常厌恶繁殖，极度崇洋媚外"	"516"
"35009557"	"上海"	"2010-02-11"	"不言不语的，都是好风景 在越来越沉重的人生路上，也不要失去感知细小快乐的能力。"	"517"
"3507094"	"广东广州"	"2009-01-16"	"迷途小书童"	"518"
"35224934"	"江苏南京"	"2010-02-15"	" 萌时萌杀阇黎 酷时酷杀阇黎 淘宝花样音乐 http shop33512761.taobao.com "	"519"
"35241807"	"上海"	"2010-02-16"	" "	"520"
"3540441"		"2009-01-25"	" 我 本 清 都 山 水 郎 万 人 如 海 一 身 藏 最好的同志电影 2018 www.douban.com doulist 46141812 2017 www.douban.com doulist 44561263 2016 www.douban.com doulist 39035421 2015 www.douban.com doulist 3939583 2014 www.douban.com doulist 2599637 2013 www.douban.com doulist 1650649 2012 www.douban.com doulist 1451721 2011 www.douban.com doulist 1451739 2010 www.douban.com doulist 1567183 2009 www.douban.com doulist 1567465 2008 www.douban.com doulist 1580711 最好的同志短片 www.douban.com doulist 18493227 听不懂资源问题 别问我资源问题 不回答资源问题 ..."	"521"
"35409946"	"重庆"	"2010-02-18"	"There is no spoon. Heaven and hell suppose two distinct species of men,the good and the bad. But the greatest part of mankind float bewixt vice and virtue. D.H. All those moments will be lost in time, like tears... in rain. Blade Runner 独步天下,吾心自洁,无欲无求,如林中之象. G.I.S."	"522"
"3543155"		"2009-01-26"	"本命啵酱 玖兰枢。塞啵一生推 "	"523"
"3562491"	"福建泉州"	"2009-01-31"	"我还是很喜欢你，像风走了八千里，不问归期。 "	"524"
"35711522"	"广东深圳"	"2010-02-22"	"为什么要当一条咸鱼？猫喜欢啊。 猫是谁？我咯。 喜欢的话就坚持吧。 2018 还是不了。 2月 突然重新写诗。 3月 突然开始发画。 3月末 想去流浪，浪，浪，浪。 4月"	"525"
"35790692"	"Toronto, Canada"	"2010-02-23"	"我们终将浑然难分，像水溶于水中 2017 年度个人十佳 总结日志 https www.douban.com note 653727199 请以你的名字呼唤我 Call Me by Your Name https movie.douban.com subject 26799731 佛罗里达乐园 The Florida Project https movie.douban.com subject 26778790 脸庞，村庄 Visages, villages https movie.douban.com subject 26764928 在哥伦布 Columbus https movie.douban.com subject 26929038 圣鹿之死 The Killing of a Sacred Deer https movie.douban.com subject 26724989 每分钟120击 120 battements par minute https movie.douban.com subject 26746559 大病 The Big Sick https movie.douban.com subject 26884892 伯德小姐 Lady Bird https movie.douban.com subject 26588314 灾难艺术家 The Disaster Artist https movie.douban.com subject 25944886 我，花样女王 I, Tonya https movie.douban.com subject 26756049 2018 Favorite List Top 10 Candidates 一月最佳 Happy End 二月最佳 Thoroughbreds Annihilation Love, Simon 三月最佳 Isle of Dogs 四月最佳 Ready Player One 五月最佳 六月最佳 七月最佳 八月最佳 九月最佳 十月最佳 十一月最佳 十二月最佳 http www.douban.com group topic 14538341 "	"526"
"35819210"	"辽宁沈阳"	"2010-02-23"	"leg man 强无神论者 特别不尊重各种宗教 孤寡青年 豪斯大叔铁杆粉丝 House is an atheist Hugu Laurie Gregory House和Alan Shore是我最爱的两个美剧主角，他们都和 Lisa Cuddy有一腿 对这个世界常怀好奇心的人，是性感的人 我心里很不受用,寂寞的好像大马路上的一棵歪脖子树 王女啊，你的脚在鞋中何其美好 你的大腿圆润好像美玉，是巧匠的手做成的 雅歌 阿朱正色道 便跟着你杀人放火，打家劫舍，也永不後悔。跟着你吃尽千般苦楚，万种熬煎，也是欢欢喜喜。 美剧是我的精神食粮http cili11.com http katproxy.com Web 技术教程 http www.w3school.com.cn 程序员技术练级攻略http coolshell.cn articles 4990.html 网上最讽刺的事儿，就是天天看一堆不读书的人谈读书。"	"527"
"35827809"	"Praha, Czech Republic"	"2010-02-24"	"此刻有谁在世上的某处哭 无缘无故地在世上哭 哭我 此刻有谁在夜里的某处笑 无缘无故地在夜里笑 笑我 此刻有谁在世上的某处走 无缘无故地在世上走 走向我 此刻有谁在世上的某处死 无缘无故地在世上死 望着我"	"528"
"3597709"	"北京"	"2009-02-06"	"五色令人目盲 五音令人耳聋 五味令人口爽"	"529"
"35986570"	"北京"	"2010-02-26"	"你好，再见。活着，真对不起啊。"	"530"
"3602230"	"江苏常州"	"2009-02-07"	"blog地址 http www.mtime.com my 826498 在一个金瓶梅时代，做一个红楼梦里人 "	"531"
"36149701"	"Anguilla"	"2010-02-28"	" 一念清净 烈焰成池"	"532"
"36193600"	"辽宁沈阳"	"2010-02-28"	" 生前辛苦了一辈子，解脱重获安宁不再受疾病之苦 When i m sad, i just stop being sad and be awesome. from uncle barney 好期待2018赛季啊，我好奇等着看巨人和洋基 一把年纪了开始补理化 JONATHAN GROFF你会遇到一个更好的男盆友的哒哒 r 我要看积极向上HE的东西 Shirley姐才是鬼吹灯的大总攻 V5 我爱鹧鸪哨和陈瞎子 还得补明朝那些事儿 "	"533"
"36523777"	"北京"	"2010-03-06"	"耕云钓月，潄石枕流。 MD, PhD 潜伏在科学家队伍里的历史学叛徒。"	"534"
"36524276"	"北京"	"2010-03-06"	"一 到印度的普那社区上 二 到阿拉斯加看北极光 三 到永昼的南极白茫茫一片真干净 四 爬澳洲的爱尔斯岩 五 开着帆船再去大堡礁潜水 六 到西萨摩亚群岛拜访金银岛作者的长眠之地 七 到北非过一个月的游牧民族生活 八 住遍世界最豪华的旅馆 九 到亚马孙河看象鱼 十 到巴厘岛的乌布养老。 "	"535"
"36545868"	"北京"	"2010-03-06"		"536"
"36578071"	"高雄, 台湾"	"2010-03-07"	"http iwillneverlookintoyoureyesagain.tumblr.com "	"537"
"3661298"		"2009-02-18"	"或许我们应该出生在19世纪的俄国。我弄个什么什么公爵，你弄个什么什么伯爵，两人狩猎，决斗，争风吃醋，怀有形而上的烦恼，在黑海岸边望着晚霞喝啤酒，晚年因株连什么什么叛乱而被流放到西伯利亚，并死在那里。你不认为这样很美很妙？"	"538"
"3673640"	"New York City, United States"	"2009-02-20"	"影像重度患者。"	"539"
"36744427"	"四川成都"	"2010-03-10"		"540"
"36854402"		"2010-03-12"	"哎。。。 "	"541"
"36855984"	"贵州贵阳"	"2010-03-12"	" 本人是射手座，却不好动 本人爱瞎凑热闹，却更爱一个人独处 本人热爱到处去旅行，却更爱没事窝在家里 PS 人生为什么总这么纠结呢 "	"542"
"3700811"	"湖南衡阳"	"2009-02-24"	"高傲却宅心仁厚，低调却受万人敬仰......那是食神。 我就一宅男，以上。"	"543"
"3718831"	"辽宁沈阳"	"2009-02-27"	"微博 http weibo.com u 1251790790 It s time to begin, isn t it I get a little bit bigger, but then, I ll admit. I m just the same as I was. Now don t you understand. That I m never changing who I am. 2017观影十佳 新片 1.脸庞，村庄 Visages, villages 2.海边的曼彻斯特 Manchester by the Sea 3.请以你的名字呼唤我 Call Me by Your Name 4.降临 Arrival 5.银翼杀手2049 Blade Runner 2049 6.敦刻尔克 Dunkirk 7.嘉年华 8.母亲 Mother 9.好时光 Good Time 10.罗莎妈妈 Ma Rosa 2017观影十佳 老片 1.七武士 七人 侍 1954 日本 是的，今年是第一次看 2.战舰波将金号 1925 前苏联 3.伊万的童年 1962 苏联 4.野草莓 Smultronst llet 1957 瑞典 5.影迷 Amator 1979 波兰 6.罗马11时 Roma ore 11 1952 意大利 法国 7.雨月物语 雨月物語 1953 日本 8.山羊角 1972 保加利亚 9.日以作夜 La nuit am ricaine 1973 法国 意大利 10.死期将至 Pora umiera 2007 波兰 "	"544"
"3718848"	"浙江杭州"	"2009-02-27"		"545"
"3728206"	"浙江杭州"	"2009-03-01"		"546"
"37300814"	"上海"	"2010-03-20"	"blog地址 http blog.sina.com.cn baoduizhang 围脖 http weibo.com bonnieji517 profile leftnav 1 wvr 3.6 我想慢吞吞的时候 别来催我 我想暴走的时候 别拉住我 我只是想 按我自己喜欢的方式活着 按我舒服的节奏走着 我只是 这么简单的我 而已 "	"547"
"37313645"	"Brasília, Brazil"	"2010-03-20"	" A Betty Davis, Gena Rowlands, Romy Schneider... A todas las actrices que han hecho de actrices, a todas las mujeres que act an, a los hombres que act an y se convierten en mujeres, a todas las personas que quieren ser madres. A mi madre. "	"548"
